Distance (in),Time (s),X (in),Y (in),Velocity (in/s),Orientation (deg)
388.9810857,13.73369663,177.0796915,62.83917479,190.3058848,-147.4690043
389.9810857,13.7389404,176.2365908,62.301419,191.0986452,-147.4690043
390.9810857,13.74416247,175.3934902,61.76366322,191.8914056,-147.4690043
391.9810857,13.74936301,174.5503895,61.22590743,192.6841659,-147.4690043
392.9810857,13.7545422,173.7072889,60.68815165,193.4769263,-147.4690043
393.9810857,13.7597002,172.8641882,60.15039586,194.2696867,-147.4690043
394.9810857,13.76483721,172.0210875,59.61264007,195.0624471,-147.4690043
395.9810857,13.76995337,171.1779869,59.07488429,195.8552074,-147.4690043
396.9810857,13.77504887,170.3348862,58.5371285,196.6479678,-147.4690043
397.9810857,13.78012387,169.4917856,57.99937272,197.4407282,-147.4690043
398.9810857,13.78517854,168.6486849,57.46161693,198.2334886,-147.4690043
399.9810857,13.79021303,167.8055843,56.92386115,199.0262489,-147.4690043
400.9810857,13.7952275,166.9624836,56.38610536,199.8190093,-147.4690043
401.9810857,13.80022212,166.119383,55.84834958,200.6117697,-147.4690043
402.9810857,13.80519705,165.2762823,55.31059379,201.40453,-147.4690043
403.9810857,13.81015242,164.4331816,54.77283801,202.1972904,-147.4690043
404.9810857,13.81508841,163.590081,54.23508222,202.9900508,-147.4690043
405.9810857,13.82000516,162.7469803,53.69732643,203.7828112,-147.4690043
406.9810857,13.82490282,161.9038797,53.15957065,204.5755715,-147.4690043
407.9810857,13.82978154,161.060779,52.62181486,205.3683319,-147.4690043
408.9810857,13.83464146,160.2176784,52.08405908,206.1610923,-147.4690043
409.9810857,13.83948272,159.3745777,51.54630329,206.9538526,-147.4690043
410.9810857,13.84430548,158.5314771,51.00854751,207.746613,-147.4690043
411.9810857,13.84910987,157.6883764,50.47079172,208.5393734,-147.4690043
412.9810857,13.85389603,156.8452758,49.93303594,209.3321338,-147.4690043
413.9810857,13.8586641,156.0021751,49.39528015,210.1248941,-147.4690043
414.9810857,13.86341421,155.1590744,48.85752436,210.9176545,-147.4690043
415.9810857,13.86814651,154.3159738,48.31976858,211.7104149,-147.4690043
416.9810857,13.87286111,153.4728731,47.78201279,212.5031752,-147.4690043
417.9810857,13.87755816,152.6297725,47.24425701,213.2959356,-147.4690043
418.9810857,13.88223779,151.7866718,46.70650122,214.088696,-147.4690043
419.9810857,13.88690012,150.9435712,46.16874544,214.8814564,-147.4690043
420.9810857,13.89154528,150.1004705,45.63098965,215.6742167,-147.4690043
421.9810857,13.8961734,149.2573699,45.09323387,216.4669771,-147.4690043
422.9810857,13.90078459,148.4142692,44.55547808,217.2597375,-147.4690043
423.9810857,13.905379,147.5711685,44.01772229,218.0524978,-147.4690043
424.9810857,13.90995673,146.7280679,43.47996651,218.8452582,-147.4690043
425.9810857,13.91451791,145.8849672,42.94221072,219.6380186,-147.4690043
426.9810857,13.91906265,145.0418666,42.40445494,220.430779,-147.4690043
427.9810857,13.92359108,144.1987659,41.86669915,221.2235393,-147.4690043
428.9810857,13.92810331,143.3556653,41.32894337,222.0162997,-147.4690043
429.9810857,13.93259945,142.5125646,40.79118758,222.8090601,-147.4690043
430.9810857,13.93707963,141.669464,40.2534318,223.6018204,-147.4690043
431.9810857,13.94154395,140.8263633,39.71567601,224.3945808,-147.4690043
432.9810857,13.94599253,139.9832626,39.17792022,225.1873412,-147.8745547
433.9453597,13.9502671,139.1666327,38.66514368,225.9801016,-148.6856556
434.9096337,13.95452671,138.3428257,38.16397865,226.7728619,-149.4967565
435.8739077,13.95877145,137.5120068,37.67452558,227.5656223,-150.3078574
436.8381817,13.96300142,136.6743425,37.19688254,228.3583827,-151.1189583
437.8024557,13.96721674,135.8300007,36.73114527,229.1511431,-151.9300592
438.7667297,13.9714175,134.9791505,36.27740708,229.9439034,-152.7411601
439.7310036,13.9756038,134.1219626,35.83575892,230.7366638,-153.552261
440.6952776,13.97977574,133.2586086,35.40628929,231.5294242,-154.3633619
441.6595516,13.98393343,132.3892615,34.98908425,232.3221845,-155.1744628
442.6238256,13.98807695,131.5140957,34.58422741,233.1149449,-155.9855637
443.5880996,13.9922064,130.6332864,34.1917999,233.9077053,-156.7966646
444.5523736,13.99632188,129.7470102,33.81188037,234.7004657,-157.6077655
445.5166476,14.00042348,128.8554447,33.44454495,235.493226,-158.4188664
446.4809215,14.0045113,127.9587686,33.08986726,236.2859864,-159.2299673
447.4451955,14.00858543,127.0571616,32.74791837,237.0787468,-160.0410682
448.4094695,14.01264596,126.1508042,32.41876682,237.8715071,-160.8521691
449.3737435,14.01669297,125.2398783,32.10247855,238.6642675,-161.66327
450.3380175,14.02072657,124.3245663,31.79911696,239.4570279,-162.4743709
451.3022915,14.02474893,123.4050517,31.50874284,240,-163.2854718
452.2665655,14.02878913,122.4815186,31.23141438,237.3395287,-164.0965727
453.2308395,14.03287487,121.5541523,30.96718716,234.6790574,-164.9076736
454.1951134,14.0370072,120.6231385,30.71611413,232.0185861,-165.7187745
455.1593874,14.04118719,119.6886639,30.4782456,229.3581149,-166.5298754
456.1236614,14.04541594,118.7509156,30.25362924,226.6976436,-167.3409763
457.0879354,14.04969462,117.8100816,30.04231007,224.0371723,-168.1520772
458.0522094,14.05402441,116.8663506,29.84433043,221.376701,-168.9631781
459.0164834,14.05840655,115.9199114,29.65973,218.7162297,-169.774279
459.9807574,14.06284231,114.970954,29.48854577,216.0557584,-170.5853799
460.9450314,14.06733304,114.0196683,29.33081205,213.3952871,-171.3964808
461.9093053,14.07188011,113.0662451,29.18656045,210.7348158,-172.2075817
462.8735793,14.07648495,112.1108754,29.05581987,208.0743446,-173.0186826
463.8378533,14.08114904,111.1537507,28.93861652,205.4138733,-173.8297835
464.8021273,14.08587394,110.1950628,28.83497388,202.753402,-174.6408844
465.7664013,14.09066124,109.2350038,28.74491272,200.0929307,-178.5890167
466.7664617,14.09569267,108.2352466,28.72028742,197.4324594,-178.5326645
467.7664617,14.10079205,107.2355745,28.69468039,194.7719881,-178.5326645
468.7664617,14.10596157,106.2359025,28.66907335,192.1115168,-178.5326645
469.7664617,14.11120317,105.2362304,28.64346631,189.4510455,-178.5326645
470.7664617,14.1165189,104.2365583,28.61785928,186.7905743,-178.5326645
471.7664617,14.12191089,103.2368862,28.59225224,184.130103,-178.5326645
472.7664617,14.12738136,102.2372141,28.5666452,181.4696317,-178.5326645
473.7664617,14.13293261,101.237542,28.54103817,178.8091604,-178.5326645
474.7664617,14.13856708,100.2378699,28.51543113,176.1486891,-178.5326645
475.7664617,14.1442873,99.23819785,28.4898241,173.4882178,-178.5326645
476.7664617,14.15009592,98.23852576,28.46421706,170.8277465,-178.5326645
477.7664617,14.15599571,97.23885368,28.43861002,168.1672753,-178.5326645
478.7664617,14.16198959,96.23918159,28.41300299,165.506804,-178.5326645
479.7664617,14.16808059,95.2395095,28.38739595,162.8463327,-178.5326645
480.7664617,14.17427192,94.23983742,28.36178892,160.1858614,-178.5326645
481.7664617,14.18056695,93.24016533,28.33618188,157.5253901,-178.5326645
482.7664617,14.18696919,92.24049325,28.31057484,154.8649188,-178.5326645
483.7664617,14.19348238,91.24082116,28.28496781,152.2044475,-178.5326645
484.7664617,14.20011042,90.24114907,28.25936077,149.5439762,-178.5326645
485.7664617,14.20685743,89.24147699,28.23375374,146.883505,-178.5326645
486.7664617,14.21372777,88.2418049,28.2081467,144.2230337,-178.5326645
487.7664617,14.22072602,87.24213281,28.18253966,141.5625624,-178.5326645
488.7664617,14.22785704,86.24246073,28.15693263,138.9020911,-178.5326645
489.7664617,14.23512597,85.24278864,28.13132559,136.2416198,-178.5326645
490.7664617,14.24253825,84.24311656,28.10571855,133.5811485,-178.5326645
491.7664617,14.25009963,83.24344447,28.08011152,130.9206772,-178.5326645
492.7664617,14.25781625,82.24377238,28.05450448,128.2602059,-178.5326645
493.7664617,14.26569461,81.2441003,28.02889745,125.5997347,-178.5326645
494.7664617,14.27374164,80.24442821,28.00329041,122.9392634,-178.5326645
495.7664617,14.28196471,79.24475613,27.97768337,120.2787921,-178.5326645
496.7664617,14.29037171,78.24508404,27.95207634,117.6183208,-178.5326645
497.7664617,14.29897104,77.24541195,27.9264693,114.9578495,-178.5326645
498.7664617,14.30777172,76.24573987,27.90086227,112.2973782,-178.5326645
499.7664617,14.31678339,75.24606778,27.87525523,109.6369069,-178.5326645
500.7664617,14.32601643,74.2463957,27.84964819,106.9764357,-178.5326645
501.7664617,14.33548199,73.24672361,27.82404116,104.3159644,-178.5326645
502.7664617,14.34519207,72.24705152,27.79843412,101.6554931,-178.5326645
503.7664617,14.35515965,71.24737944,27.77282708,98.99502179,-178.5326645
504.7664617,14.36539876,70.24770735,27.74722005,96.3345505,-178.5326645
505.7664617,14.3759246,69.24803527,27.72161301,93.67407922,-178.5326645
506.7664617,14.38675369,68.24836318,27.69600598,91.01360793,-178.5326645
507.7664617,14.39790403,67.24869109,27.67039894,88.35313664,-178.5326645
508.7664617,14.40939526,66.24901901,27.6447919,85.69266535,-178.5326645
509.7664617,14.42124887,65.24934692,27.61918487,83.03219407,-178.5326645
510.7664617,14.43348848,64.24967483,27.59357783,80.37172278,-178.5326645
511.7664617,14.44614007,63.25000275,27.5679708,77.71125149,-178.5326645
512.7664617,14.45923232,62.25033066,27.54236376,75.05078021,-178.5326645
513.7664617,14.47279706,61.25065858,27.51675672,72.39030892,-178.5326645
514.7664617,14.48686966,60.25098649,27.49114969,69.72983763,-178.5326645
515.7664617,14.50148963,59.2513144,27.46554265,67.06936635,-178.5326645
516.7664617,14.51670127,58.25164232,27.43993561,64.40889506,-178.5326645
517.7664617,14.53255449,57.25197023,27.41432858,61.74842377,-178.5326645
518.7664617,14.5491058,56.25229815,27.38872154,59.08795248,-178.5326645
519.7664617,14.56641951,55.25262606,27.36311451,56.4274812,-178.5326645
520.7664617,14.58456923,54.25295397,27.33750747,53.76700991,-178.5326645
521.7664617,14.60363982,53.25328189,27.31190043,51.10653862,-178.5326645
522.7664617,14.6237297,52.2536098,27.2862934,48.44606734,-178.5326645
523.7664617,14.64495399,51.25393772,27.26068636,45.78559605,-178.5326645
524.7664617,14.66744846,50.25426563,27.23507933,43.12512476,-178.5326645
525.7664617,14.69137483,49.25459354,27.20947229,40.46465348,-178.5326645
526.7664617,14.71692779,48.25492146,27.18386525,37.80418219,-178.5326645
527.7664617,14.74434462,47.25524937,27.15825822,35.1437109,-178.5326645
528.7664617,14.77391863,46.25557729,27.13265118,32.48323961,-178.5326645
529.7664617,14.80601826,45.2559052,27.10704415,29.82276833,-178.5326645
530.7664617,14.84111518,44.25623311,27.08143711,27.16229704,-178.5326645
531.7664617,14.87982676,43.25656103,27.05583007,24.50182575,-178.5326645
532.7664617,14.92298305,42.25688894,27.03022304,21.84135447,-178.5326645
533.7664617,14.9717371,41.25721685,27.004616,19.18088318,-178.5326645
534.7664617,15.02775748,40.25754477,26.97900896,16.52041189,-178.5326645
535.7664617,15.0935895,39.25787268,26.95340193,13.85994061,-178.5326645
536.7664617,15.17339984,38.2582006,26.92779489,11.19946932,-178.5326645
537.7664617,15.27472483,37.25852851,26.90218786,8.538998032,-178.5326645
538.7664617,15.41344489,36.25885642,26.87658082,5.878526745,-178.5326645
539.7664617,15.63330769,35.25918434,26.85097378,3.218055458,-178.5326645
540.7664617,16.16301926,34.25951225,26.82536675,0.557584171,-178.5326645
540.9760427,16.91476577,34.05,26.82,0,180
